Cliente,CNPJ,Produto,Qtd,Dt Emissao,Data Faturamento
W. NORDESTE,22101582000135,012329,100.0,20250213,20250217
LM MOTO,70963418000341,012329,300.0,20250213,20250221
LM MOTO,70963418000341,012329,200.0,20250321,20250325
W.SP LOGISTICA,11247454000188,013893,20.0,20250326,20250328
W.SP LOGISTICA,11247454000188,013893,20.0,20250214,20250311
LM MOTO,70963418000341,013893,20.0,20250326,20250402
LM MOTO,70963418000341,013893,20.0,20250326,20250402
W. NORTE,51050054000364,013893,20.0,20250214,20250228
W.CO LOGISTICA EM DU,19246547000108,013893,20.0,20250326,20250327
W.CO LOGISTICA EM DU,19246547000108,013893,20.0,20250403,        
W.SP LOGISTICA,11247454000188,013893,20.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,013893,20.0,20250326,20250327
MB DISTRIBUIDORA,06752049000268,013893,20.0,20250326,20250327
W.SP LOGISTICA,11247454000188,013895,40.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,013895,20.0,20250326,20250327
MB DISTRIBUIDORA,06752049000268,013895,20.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,013895,20.0,20250214,20250221
W.SP LOGISTICA,11247454000188,013895,40.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,013895,20.0,20250326,20250327
MB DISTRIBUIDORA,06752049000268,013895,20.0,20250107,20250109
LM MOTO,70963418000341,013895,20.0,20250326,20250402
LM MOTO,70963418000341,013895,20.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,013932,8.0,20250107,20250114
W.CO LOGISTICA EM DU,19246547000108,013932,8.0,20250218,20250219
W. NORTE,51050054000364,013932,16.0,20250107,20250114
W. NORTE,51050054000364,013932,16.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,013932,16.0,20250121,20250203
MB DISTRIBUIDORA,06752049000268,013932,48.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,013932,8.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,013932,24.0,20250122,20250203
LM MOTO,70963418000341,013932,16.0,20250218,20250221
W.CO LOGISTICA EM DU,19246547000108,013932,8.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,013948,8.0,20250211,        
W SUL DIST E IMP DE,08111865000137,013948,5.0,20250117,20250128
MB DISTRIBUIDORA,06752049000268,013948,5.0,20250224,        
W. NORDESTE,22101582000135,013948,5.0,20250211,20250312
LM MOTO,70963418000341,013948,5.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,013953,100.0,20250107,20250116
W.SP LOGISTICA,11247454000188,013953,200.0,20250122,20250124
W.SP LOGISTICA,11247454000188,013953,100.0,20250204,20250214
MB DISTRIBUIDORA,06752049000268,013953,100.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,013953,100.0,20250324,20250327
W SUL DIST E IMP DE,08111865000137,013953,100.0,20250324,20250331
MB DISTRIBUIDORA,06752049000268,013981,10.0,20250131,20250203
MB DISTRIBUIDORA,06752049000268,013981,24.0,20250117,20250120
W. NORDESTE,22101582000135,014115,3.0,20250211,20250312
W.CO LOGISTICA EM DU,19246547000108,014115,3.0,20250113,        
W.SP LOGISTICA,11247454000188,014115,3.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,014115,3.0,20250117,20250128
MB DISTRIBUIDORA,06752049000268,014115,6.0,20250211,        
W. NORDESTE,22101582000135,009245,7.0,20250113,        
LM MOTO,70963418000341,009252,100.0,20250319,20250325
W.SP LOGISTICA,11247454000188,009252,300.0,20250213,20250214
LM MOTO,70963418000341,009252,200.0,20250321,20250325
W SUL DIST E IMP DE,08111865000137,009252,100.0,20250213,20250218
MB DISTRIBUIDORA,06752049000268,009252,200.0,20250213,20250217
W.SP LOGISTICA,11247454000188,009253,100.0,20250311,20250311
LM MOTO,70963418000341,009253,100.0,20250321,        
W.CO LOGISTICA EM DU,19246547000108,009253,300.0,20250213,20250219
LM MOTO,70963418000341,009253,100.0,20250319,20250325
W. NORDESTE,22101582000135,009253,1100.0,20250213,20250227
W.SP LOGISTICA,11247454000188,009253,100.0,20250213,20250214
LM MOTO,70963418000341,009253,100.0,20250213,20250221
LM MOTO,70963418000341,009253,100.0,20250321,20250325
W. NORTE,51050054000364,009253,100.0,20250322,20250403
W SUL DIST E IMP DE,08111865000137,009253,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,009253,400.0,20250213,20250217
MB DISTRIBUIDORA,06752049000268,009253,100.0,20250321,20250324
W.SP LOGISTICA,11247454000188,012455,6.0,20250123,20250124
MB DISTRIBUIDORA,06752049000268,012455,6.0,20250107,20250109
W.SP LOGISTICA,11247454000188,012505,30.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012505,50.0,20250117,20250124
MB DISTRIBUIDORA,06752049000268,012505,40.0,20250117,20250120
W.SP LOGISTICA,11247454000188,012513,20.0,20250311,20250311
W. NORDESTE,22101582000135,012513,20.0,20250124,20250127
MB DISTRIBUIDORA,06752049000268,012513,20.0,20250107,20250109
W.SP LOGISTICA,11247454000188,012552,25.0,20250204,20250214
W. NORTE,51050054000364,012552,25.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,000952,50.0,20250107,20250108
W.SP LOGISTICA,11247454000188,000972,272.0,20250204,20250204
W.SP LOGISTICA,11247454000188,000972,160.0,20250311,20250311
MB DISTRIBUIDORA,06752049000268,000972,320.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,000972,2288.0,20250221,20250225
W.SP LOGISTICA,11247454000188,000972,352.0,20250221,20250311
W SUL DIST E IMP DE,08111865000137,000972,192.0,20250307,20250314
W SUL DIST E IMP DE,08111865000137,000972,976.0,20250313,20250331
W SUL DIST E IMP DE,08111865000137,000972,960.0,20250401,        
MB DISTRIBUIDORA,06752049000268,000972,160.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,014155,20.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,014155,20.0,20250107,20250108
W.SP LOGISTICA,11247454000188,014243,8.0,20250311,20250311
W.SP LOGISTICA,11247454000188,014243,8.0,20250107,20250110
W.CO LOGISTICA EM DU,19246547000108,014243,8.0,20250122,20250127
W. NORDESTE,22101582000135,014243,48.0,20250124,20250127
W. NORDESTE,22101582000135,014243,8.0,20250107,20250116
LM MOTO,70963418000341,014243,8.0,20250107,20250110
W.SP LOGISTICA,11247454000188,014243,8.0,20250204,20250214
LM MOTO,70963418000341,014243,8.0,20250204,20250211
MB DISTRIBUIDORA,06752049000268,014243,8.0,20250107,20250109
W SUL DIST E IMP DE,08111865000137,014243,16.0,20250306,20250307
W SUL DIST E IMP DE,08111865000137,014243,8.0,20250307,20250314
W.SP LOGISTICA,11247454000188,014301,100.0,20250321,20250321
LM MOTO,70963418000341,014301,2.0,20250109,        
W.CO LOGISTICA EM DU,19246547000108,014301,2.0,20250113,        
MB DISTRIBUIDORA,06752049000268,014301,100.0,20250321,20250324
MB DISTRIBUIDORA,06752049000268,014301,100.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,014301,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,014301,100.0,20250322,20250324
W.SP LOGISTICA,11247454000188,014301,100.0,20250320,20250321
W. NORTE,51050054000364,014301,100.0,20250322,20250403
W. NORDESTE,22101582000135,014301,100.0,20250322,20250328
LM MOTO,70963418000341,014301,2.0,20250121,20250124
LM MOTO,70963418000341,014301,100.0,20250321,        
W. NORDESTE,22101582000135,014301,100.0,20250322,20250328
W.CO LOGISTICA EM DU,19246547000108,014301,100.0,20250321,20250327
LM MOTO,70963418000341,014301,0.0,20250109,        
LM MOTO,70963418000341,014301,100.0,20250321,20250325
LM MOTO,70963418000341,014334,20.0,20250324,20250325
W SUL DIST E IMP DE,08111865000137,014334,20.0,20250324,20250331
W. NORDESTE,22101582000135,014353,30.0,20250107,20250116
W. NORDESTE,22101582000135,014353,120.0,20250124,20250127
W SUL DIST E IMP DE,08111865000137,014353,10.0,20250115,20250116
W.SP LOGISTICA,11247454000188,014353,10.0,20250327,20250328
W.SP LOGISTICA,11247454000188,014353,10.0,20250204,20250204
W.SP LOGISTICA,11247454000188,014353,40.0,20250122,20250124
W.SP LOGISTICA,11247454000188,014353,10.0,20250124,20250204
W SUL DIST E IMP DE,08111865000137,014353,150.0,20250128,20250128
W. NORTE,51050054000364,014353,100.0,20250128,20250128
W. NORDESTE,22101582000135,014354,90.0,20250124,20250127
W.CO LOGISTICA EM DU,19246547000108,014354,20.0,20250125,20250127
W SUL DIST E IMP DE,08111865000137,014354,70.0,20250115,20250116
MB DISTRIBUIDORA,06752049000268,014354,20.0,20250107,20250108
W.SP LOGISTICA,11247454000188,009245,100.0,20250320,20250321
LM MOTO,70963418000341,009245,7.0,20250122,        
LM MOTO,70963418000341,009245,100.0,20250213,20250306
LM MOTO,70963418000341,009245,100.0,20250321,        
W SUL DIST E IMP DE,08111865000137,009245,100.0,20250213,20250218
MB DISTRIBUIDORA,06752049000268,009245,300.0,20250213,20250217
LM MOTO,70963418000341,009245,7.0,20250109,        
W.CO LOGISTICA EM DU,19246547000108,009245,100.0,20250314,20250318
W. NORDESTE,22101582000135,009245,200.0,20250213,20250217
W.SP LOGISTICA,11247454000188,009245,7.0,20250204,        
LM MOTO,70963418000341,009245,200.0,20250321,20250325
W.SP LOGISTICA,11247454000188,009245,200.0,20250213,20250214
LM MOTO,70963418000341,009247,50.0,20250321,20250325
W. NORDESTE,22101582000135,009247,25.0,20250322,20250328
W. NORDESTE,22101582000135,009247,25.0,20250322,        
W.SP LOGISTICA,11247454000188,009247,100.0,20250213,20250214
W. NORTE,51050054000364,009247,25.0,20250322,20250403
W. NORDESTE,22101582000135,005569,50.0,20250214,20250218
LM MOTO,70963418000341,005569,100.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,005569,50.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,005569,50.0,20250214,20250218
W.SP LOGISTICA,11247454000188,005582,20.0,20250214,20250311
LM MOTO,70963418000341,005582,60.0,20250122,20250124
LM MOTO,70963418000341,005582,100.0,20250107,20250110
W. NORDESTE,22101582000135,005582,40.0,20250319,20250320
MB DISTRIBUIDORA,06752049000268,005582,100.0,20250122,20250203
W.SP LOGISTICA,11247454000188,005582,120.0,20250204,20250204
LM MOTO,70963418000341,005582,280.0,20250214,20250221
W. NORTE,51050054000364,005582,20.0,20250319,20250403
W. NORTE,51050054000364,005582,60.0,20250331,20250403
MB DISTRIBUIDORA,06752049000268,005582,220.0,20250214,20250218
MB DISTRIBUIDORA,06752049000268,005603,30.0,20250307,20250312
W.SP LOGISTICA,11247454000188,005605,30.0,20250107,20250110
LM MOTO,70963418000341,005605,30.0,20250204,20250211
W. NORDESTE,22101582000135,005615,5.0,20250211,20250312
MB DISTRIBUIDORA,06752049000268,005615,5.0,20250224,        
MB DISTRIBUIDORA,06752049000268,005615,5.0,20250211,        
MB DISTRIBUIDORA,06752049000268,005797,1.0,20250224,        
W. NORTE,51050054000364,015643,100.0,20250213,20250228
W. NORDESTE,22101582000135,015882,10.0,20250124,        
W. NORDESTE,22101582000135,015882,10.0,20250211,20250312
LM MOTO,70963418000341,015882,10.0,20250120,20250124
W.SP LOGISTICA,11247454000188,015882,10.0,20250204,        
W.SP LOGISTICA,11247454000188,015882,10.0,20250123,        
W. NORDESTE,22101582000135,015884,100.0,20250213,20250217
LM MOTO,70963418000341,015884,100.0,20250213,20250221
W. NORTE,51050054000364,015884,10.0,20250130,20250228
W. NORTE,51050054000364,015884,100.0,20250213,20250228
MB DISTRIBUIDORA,06752049000268,015845,10.0,20250314,20250324
W.SP LOGISTICA,11247454000188,015857,12.0,20250204,20250204
W.SP LOGISTICA,11247454000188,015860,72.0,20250401,        
LM MOTO,70963418000341,015860,24.0,20250401,        
W. NORDESTE,22101582000135,015860,96.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,015860,24.0,20250401,        
W.CO LOGISTICA EM DU,19246547000108,015860,48.0,20250401,        
LM MOTO,70963418000341,015860,96.0,20250401,        
MB DISTRIBUIDORA,06752049000268,015860,264.0,20250401,20250403
MB DISTRIBUIDORA,06752049000268,015860,72.0,20250401,        
W. NORDESTE,22101582000135,015860,48.0,20250401,        
W.SP LOGISTICA,11247454000188,015860,312.0,20250401,        
W. NORTE,51050054000364,015860,24.0,20250401,20250403
W. NORTE,51050054000364,015860,48.0,20250401,20250403
W SUL DIST E IMP DE,08111865000137,015860,96.0,20250401,        
W SUL DIST E IMP DE,08111865000137,015860,24.0,20250401,        
LM MOTO,70963418000341,010111,50.0,20250107,20250110
W. NORDESTE,22101582000135,010111,20.0,20250115,20250116
W. NORTE,51050054000364,010111,20.0,20250319,20250403
W. NORTE,51050054000364,010111,30.0,20250331,20250403
W. NORTE,51050054000364,010111,10.0,20250107,20250114
W SUL DIST E IMP DE,08111865000137,010111,90.0,20250115,20250128
W.SP LOGISTICA,11247454000188,010124,48.0,20250214,20250221
W.SP LOGISTICA,11247454000188,010124,8.0,20250311,20250311
MB DISTRIBUIDORA,06752049000268,010124,88.0,20250214,20250217
W SUL DIST E IMP DE,08111865000137,010124,24.0,20250214,20250221
W SUL DIST E IMP DE,08111865000137,010124,8.0,20250307,20250314
LM MOTO,70963418000341,010124,72.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,010124,24.0,20250214,20250219
W. NORTE,51050054000364,010124,16.0,20250306,20250306
W. NORDESTE,22101582000135,010124,40.0,20250214,20250224
W. NORDESTE,22101582000135,010125,12.0,20250124,20250127
W. NORDESTE,22101582000135,010125,6.0,20250107,20250116
LM MOTO,70963418000341,010125,6.0,20250107,20250110
W.SP LOGISTICA,11247454000188,010746,20.0,20250204,20250204
LM MOTO,70963418000341,010746,40.0,20250122,20250124
W.CO LOGISTICA EM DU,19246547000108,010746,20.0,20250122,20250127
W.SP LOGISTICA,11247454000188,010746,20.0,20250122,20250124
W.CO LOGISTICA EM DU,19246547000108,010746,120.0,20250122,20250127
W SUL DIST E IMP DE,08111865000137,010746,20.0,20250221,20250307
W SUL DIST E IMP DE,08111865000137,010746,20.0,20250307,20250314
W.SP LOGISTICA,11247454000188,010748,20.0,20250311,20250311
W. NORDESTE,22101582000135,010748,20.0,20250312,20250312
W.SP LOGISTICA,11247454000188,010748,20.0,20250117,20250124
W.SP LOGISTICA,11247454000188,010748,20.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,010749,6.0,20250107,20250109
W. NORDESTE,22101582000135,010788,50.0,20250130,20250210
LM MOTO,70963418000341,010788,25.0,20250116,20250124
MB DISTRIBUIDORA,06752049000268,004500,100.0,20250324,20250327
W. NORDESTE,22101582000135,004542,80.0,20250124,        
W. NORDESTE,22101582000135,004542,80.0,20250211,20250312
LM MOTO,70963418000341,004542,50.0,20250116,20250124
W.SP LOGISTICA,11247454000188,004542,80.0,20250204,        
W.SP LOGISTICA,11247454000188,004542,80.0,20250123,        
LM MOTO,70963418000341,004595,60.0,20250326,20250402
LM MOTO,70963418000341,004595,40.0,20250328,20250402
W.SP LOGISTICA,11247454000188,004595,60.0,20250326,20250328
MB DISTRIBUIDORA,06752049000268,004595,60.0,20250326,20250327
W.CO LOGISTICA EM DU,19246547000108,004600,50.0,20250107,20250114
W.SP LOGISTICA,11247454000188,004600,50.0,20250204,20250214
LM MOTO,70963418000341,004600,100.0,20250214,20250221
MB DISTRIBUIDORA,06752049000268,004600,50.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,004600,50.0,20250214,20250221
W SUL DIST E IMP DE,08111865000137,004615,500.0,20250221,20250307
LM MOTO,70963418000341,004773,5600.0,20250213,20250306
W.CO LOGISTICA EM DU,19246547000108,004773,200.0,20250314,20250318
W.CO LOGISTICA EM DU,19246547000108,004773,200.0,20250321,20250327
W.CO LOGISTICA EM DU,19246547000108,004773,500.0,20250321,20250327
LM MOTO,70963418000341,004773,800.0,20250321,20250325
W. NORDESTE,22101582000135,004773,3700.0,20250213,20250217
MB DISTRIBUIDORA,06752049000268,004773,500.0,20250321,20250324
W SUL DIST E IMP DE,08111865000137,004773,300.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,004773,2900.0,20250212,20250217
W.SP LOGISTICA,11247454000188,004773,2300.0,20250213,20250214
W.CO LOGISTICA EM DU,19246547000108,004773,200.0,20250219,20250227
W.SP LOGISTICA,11247454000188,004773,800.0,20250320,20250321
W SUL DIST E IMP DE,08111865000137,004773,2300.0,20250213,20250218
W SUL DIST E IMP DE,08111865000137,004773,300.0,20250307,20250314
LM MOTO,70963418000341,004781,300.0,20250321,        
W.CO LOGISTICA EM DU,19246547000108,004781,100.0,20250321,20250327
W. NORDESTE,22101582000135,004781,200.0,20250213,20250227
W.SP LOGISTICA,11247454000188,004781,100.0,20250213,20250214
W SUL DIST E IMP DE,08111865000137,004781,200.0,20250213,20250218
W SUL DIST E IMP DE,08111865000137,004781,100.0,20250321,20250331
MB DISTRIBUIDORA,06752049000268,004781,100.0,20250322,20250324
MB DISTRIBUIDORA,06752049000268,004781,300.0,20250213,20250217
LM MOTO,70963418000341,004781,300.0,20250213,20250221
LM MOTO,70963418000341,004781,400.0,20250321,20250325
W.SP LOGISTICA,11247454000188,004781,100.0,20250311,20250311
W.SP LOGISTICA,11247454000188,004788,100.0,20250213,20250214
W SUL DIST E IMP DE,08111865000137,004788,100.0,20250213,20250218
LM MOTO,70963418000341,014929,20.0,20250326,20250402
W.SP LOGISTICA,11247454000188,014929,20.0,20250326,20250328
W SUL DIST E IMP DE,08111865000137,014929,5.0,20250110,20250116
W.SP LOGISTICA,11247454000188,014929,10.0,20250116,20250124
W. NORDESTE,22101582000135,014929,5.0,20250110,20250116
W. NORDESTE,22101582000135,014929,20.0,20250326,20250328
W. NORTE,51050054000364,014929,5.0,20250109,20250114
W. NORTE,51050054000364,014929,20.0,20250326,20250403
W SUL DIST E IMP DE,08111865000137,014929,20.0,20250326,20250331
MB DISTRIBUIDORA,06752049000268,014929,10.0,20250117,20250120
MB DISTRIBUIDORA,06752049000268,014929,20.0,20250326,20250327
W. NORTE,51050054000364,014947,300.0,20250328,20250403
MB DISTRIBUIDORA,06752049000268,014947,300.0,20250401,20250403
LM MOTO,70963418000341,014947,300.0,20250328,20250402
W. NORTE,51050054000364,014947,300.0,20250401,20250403
MB DISTRIBUIDORA,06752049000268,014947,300.0,20250328,20250401
W. NORDESTE,22101582000135,014948,100.0,20250322,20250328
W.SP LOGISTICA,11247454000188,014948,100.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,014948,100.0,20250321,20250324
W.CO LOGISTICA EM DU,19246547000108,014950,60.0,20250328,        
W.SP LOGISTICA,11247454000188,014950,60.0,20250311,20250311
W.SP LOGISTICA,11247454000188,014950,60.0,20250328,        
W.SP LOGISTICA,11247454000188,014950,60.0,20250117,20250124
LM MOTO,70963418000341,014950,60.0,20250117,20250124
MB DISTRIBUIDORA,06752049000268,014950,60.0,20250320,20250321
MB DISTRIBUIDORA,06752049000268,014950,120.0,20250328,20250401
MB DISTRIBUIDORA,06752049000268,014950,60.0,20250117,20250120
MB DISTRIBUIDORA,06752049000268,014950,60.0,20250122,20250203
LM MOTO,70963418000341,014950,60.0,20250204,20250211
LM MOTO,70963418000341,014950,60.0,20250328,20250402
W SUL DIST E IMP DE,08111865000137,014950,60.0,20250328,        
MB DISTRIBUIDORA,06752049000268,014950,60.0,20250121,20250203
W.SP LOGISTICA,11247454000188,014950,60.0,20250122,20250124
MB DISTRIBUIDORA,06752049000268,012459,12.0,20250122,20250203
LM MOTO,70963418000341,012460,36.0,20250107,20250110
W SUL DIST E IMP DE,08111865000137,012460,24.0,20250107,20250116
W.SP LOGISTICA,11247454000188,012460,12.0,20250311,20250311
LM MOTO,70963418000341,012460,60.0,20250319,20250325
LM MOTO,70963418000341,012460,12.0,20250324,20250402
W. NORTE,51050054000364,012460,12.0,20250107,20250114
W.SP LOGISTICA,11247454000188,012460,60.0,20250218,20250221
W SUL DIST E IMP DE,08111865000137,012460,72.0,20250218,20250221
MB DISTRIBUIDORA,06752049000268,012460,108.0,20250218,20250219
MB DISTRIBUIDORA,06752049000268,012460,24.0,20250107,20250108
MB DISTRIBUIDORA,06752049000268,012472,12.0,20250107,20250108
W. NORDESTE,22101582000135,012479,100.0,20250124,20250127
LM MOTO,70963418000341,012479,20.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012479,20.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012479,20.0,20250122,20250124
W.CO LOGISTICA EM DU,19246547000108,012479,20.0,20250116,20250127
W. NORTE,51050054000364,012479,40.0,20250116,20250128
W SUL DIST E IMP DE,08111865000137,012479,40.0,20250115,20250116
MB DISTRIBUIDORA,06752049000268,012479,100.0,20250115,20250116
W. NORDESTE,22101582000135,012480,140.0,20250115,20250116
W.CO LOGISTICA EM DU,19246547000108,012480,20.0,20250122,20250127
MB DISTRIBUIDORA,06752049000268,012480,100.0,20250115,20250116
LM MOTO,70963418000341,012480,20.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012480,20.0,20250116,20250124
W.CO LOGISTICA EM DU,19246547000108,012480,20.0,20250116,20250127
W. NORTE,51050054000364,012480,40.0,20250116,20250128
W. NORDESTE,22101582000135,012480,20.0,20250115,        
W. NORDESTE,22101582000135,012516,8.0,20250124,20250127
W SUL DIST E IMP DE,08111865000137,012516,8.0,20250107,20250116
MB DISTRIBUIDORA,06752049000268,012516,8.0,20250107,20250109
LM MOTO,70963418000341,012546,10.0,20250205,20250205
LM MOTO,70963418000341,012546,300.0,20250116,20250124
W.SP LOGISTICA,11247454000188,012546,200.0,20250116,20250124
W SUL DIST E IMP DE,08111865000137,012546,200.0,20250117,20250128
W. NORDESTE,22101582000135,000920,40.0,20250107,20250116
W. NORDESTE,22101582000135,000920,80.0,20250312,20250312
W SUL DIST E IMP DE,08111865000137,000920,40.0,20250107,20250116
W. NORTE,51050054000364,000920,40.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,000920,40.0,20250107,20250109
W. NORDESTE,22101582000135,000922,25.0,20250122,20250127
W SUL DIST E IMP DE,08111865000137,000922,25.0,20250107,20250116
LM MOTO,70963418000341,000922,25.0,20250204,20250211
W. NORTE,51050054000364,000922,25.0,20250107,20250114
MB DISTRIBUIDORA,06752049000268,000922,25.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,000931,15.0,20250117,20250120
MB DISTRIBUIDORA,06752049000268,000931,25.0,20250117,20250120
W.SP LOGISTICA,11247454000188,000966,18.0,20250109,20250110
W.SP LOGISTICA,11247454000188,000966,12.0,20250109,20250110
W. NORDESTE,22101582000135,014148,90.0,20250124,20250127
W.SP LOGISTICA,11247454000188,014148,30.0,20250204,20250204
LM MOTO,70963418000341,014148,30.0,20250122,20250124
MB DISTRIBUIDORA,06752049000268,014148,30.0,20250117,20250120
W.SP LOGISTICA,11247454000188,014148,30.0,20250117,20250124
W. NORTE,51050054000364,014188,10.0,20250113,20250114
W SUL DIST E IMP DE,08111865000137,014188,6.0,20250312,20250314
W SUL DIST E IMP DE,08111865000137,014188,10.0,20250307,20250314
W. NORDESTE,22101582000135,014233,100.0,20250214,20250218
W.SP LOGISTICA,11247454000188,014233,500.0,20250107,20250110
MB DISTRIBUIDORA,06752049000268,014233,100.0,20250107,20250109
MB DISTRIBUIDORA,06752049000268,014233,100.0,20250214,20250218
W SUL DIST E IMP DE,08111865000137,014233,100.0,20250214,20250221
LM MOTO,70963418000341,014233,100.0,20250107,20250110
LM MOTO,70963418000341,014233,100.0,20250214,20250221
W.CO LOGISTICA EM DU,19246547000108,014233,100.0,20250214,20250219
W.SP LOGISTICA,11247454000188,014235,80.0,20250311,20250311
LM MOTO,70963418000341,014235,80.0,20250122,20250124
W.SP LOGISTICA,11247454000188,014235,160.0,20250328,        
W.SP LOGISTICA,11247454000188,014235,80.0,20250328,        
MB DISTRIBUIDORA,06752049000268,014235,80.0,20250307,20250312
MB DISTRIBUIDORA,06752049000268,014235,80.0,20250328,20250401
W. NORTE,51050054000364,014245,8.0,20250107,20250114
W. NORDESTE,22101582000135,014251,80.0,20250122,20250127
W.SP LOGISTICA,11247454000188,014251,40.0,20250107,20250110
W. NORDESTE,22101582000135,014251,80.0,20250107,20250116
W. NORDESTE,22101582000135,014251,160.0,20250312,20250312
W SUL DIST E IMP DE,08111865000137,014251,40.0,20250107,20250116
MB DISTRIBUIDORA,06752049000268,014251,40.0,20250314,20250324
MB DISTRIBUIDORA,06752049000268,014251,80.0,20250307,20250320
W.SP LOGISTICA,11247454000188,014298,16.0,20250214,20250221
W.SP LOGISTICA,11247454000188,014298,16.0,20250311,20250311
W. NORDESTE,22101582000135,014298,16.0,20250214,20250224
LM MOTO,70963418000341,014298,16.0,20250214,20250221
LM MOTO,70963418000341,014298,16.0,20250319,20250325
W. NORTE,51050054000364,014298,8.0,20250214,20250228
W.CO LOGISTICA EM DU,19246547000108,014298,8.0,20250214,20250219
MB DISTRIBUIDORA,06752049000268,014298,48.0,20250214,20250217
W SUL DIST E IMP DE,08111865000137,014298,16.0,20250214,20250221
W SUL DIST E IMP DE,08111865000137,014343,15.0,20250117,20250128
W.CO LOGISTICA EM DU,19246547000108,014345,20.0,20250125,20250127
W SUL DIST E IMP DE,08111865000137,014345,40.0,20250115,20250116
W.SP LOGISTICA,11247454000188,014345,60.0,20250327,20250328
W.SP LOGISTICA,11247454000188,014345,10.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,014345,30.0,20250107,20250108
W SUL DIST E IMP DE,08111865000137,014345,200.0,20250128,20250128
W. NORTE,51050054000364,014345,50.0,20250128,20250128
W.CO LOGISTICA EM DU,19246547000108,014345,50.0,20250327,20250327
W. NORDESTE,22101582000135,014348,10.0,20250122,20250127
W.SP LOGISTICA,11247454000188,014348,180.0,20250203,20250204
LM MOTO,70963418000341,014348,380.0,20250203,20250204
W.SP LOGISTICA,11247454000188,014348,470.0,20250122,20250124
W.SP LOGISTICA,11247454000188,014348,30.0,20250124,20250204
W. NORDESTE,22101582000135,014348,40.0,20250204,20250210
MB DISTRIBUIDORA,06752049000268,014348,450.0,20250122,20250203
MB DISTRIBUIDORA,06752049000268,014348,800.0,20250203,20250205
W.SP LOGISTICA,11247454000188,014348,180.0,20250204,20250204
MB DISTRIBUIDORA,06752049000268,014348,40.0,20250107,20250108
W SUL DIST E IMP DE,08111865000137,014358,50.0,20250128,20250128
W. NORTE,51050054000364,014358,20.0,20250128,20250128
W.CO LOGISTICA EM DU,19246547000108,014358,10.0,20250327,20250327
MB DISTRIBUIDORA,06752049000268,014358,10.0,20250107,20250108
W.SP LOGISTICA,11247454000188,014358,10.0,20250327,20250328
LM MOTO,70963418000341,014358,10.0,20250204,20250211
W. NORDESTE,22101582000135,014362,20.0,20250124,20250127
W. NORTE,51050054000364,014362,20.0,20250114,20250114
W SUL DIST E IMP DE,08111865000137,014362,10.0,20250115,20250116
W.SP LOGISTICA,11247454000188,014362,10.0,20250327,20250328
W. NORTE,51050054000364,014362,20.0,20250331,20250403
W SUL DIST E IMP DE,08111865000137,014362,50.0,20250128,20250128
LM MOTO,70963418000341,014362,20.0,20250324,20250325
W. NORTE,51050054000364,014362,30.0,20250128,20250128
W.CO LOGISTICA EM DU,19246547000108,014362,10.0,20250219,20250227
W.CO LOGISTICA EM DU,19246547000108,014362,10.0,20250314,20250318
W.CO LOGISTICA EM DU,19246547000108,014362,50.0,20250327,20250327
W.CO LOGISTICA EM DU,19246547000108,014364,10.0,20250114,20250114
W. NORTE,51050054000364,014364,20.0,20250114,20250114
W SUL DIST E IMP DE,08111865000137,014364,10.0,20250115,20250116
LM MOTO,70963418000341,014364,10.0,20250204,20250211
W SUL DIST E IMP DE,08111865000137,014364,300.0,20250128,20250128
